MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageCars,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscVal,MoSold,SaleType,SaleCondition,SalePrice,Age,LastRemod
120,RM,59,8198,Pave,Missing,Reg,Lvl,AllPub,FR3,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,146,Gd,TA,PConc,Gd,TA,Av,720,0,638,1358,GasA,Ex,Y,SBrkr,1358,0,0,1358,1,0,2,0,2,1,Gd,6,Typ,1,2,Y,192,30,0,0,0,0,Missing,0,7,WD,Normal,207000,4,4
60,RL,59,9042,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,0,TA,TA,PConc,Gd,TA,Gd,828,0,115,943,GasA,Gd,Y,SBrkr,943,695,0,1638,1,0,2,1,3,1,TA,7,Typ,2,2,Y,100,38,0,0,0,0,Missing,0,7,WD,Normal,192000,10,10
145,RL,100.0459534,17673.5,Grvl,Missing,IR1,HLS,AllPub,Corner,Sev,Timber,Norm,Norm,2fmCon,1.5Fin,5,6,Gable,CompShg,Plywood,Plywood,0,TA,TA,CBlock,TA,TA,Gd,1249,0,103,1499,GasA,Ex,Y,SBrkr,1619,167,0,1786,2,0,2,0,3,1,TA,7,Typ,2,2,Y,420,0,0,0,0,0,Missing,0,8,WD,Normal,228950,43,43
20,RL,86,14157,Pave,Missing,IR1,HLS,AllPub,Corner,Gtl,StoneBr,Norm,Norm,1Fam,1Story,9,5,Hip,CompShg,VinylSd,VinylSd,200,Gd,TA,PConc,Ex,TA,Gd,1249,0,673,1922,GasA,Ex,Y,SBrkr,1922,0,0,1922,1,0,2,0,3,1,Gd,8,Typ,1,3,Y,178,51,0,0,0,0,Missing,0,7,WD,Normal,377426,2,1
20,RL,70,9135,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,113,Gd,TA,PConc,Gd,TA,Av,810,0,726,1536,GasA,Ex,Y,SBrkr,1536,0,0,1536,1,0,2,0,3,1,Gd,7,Typ,0,2,Y,192,74,0,0,0,0,Missing,0,12,WD,Normal,214000,6,5
20,RL,91,14145,Pave,Missing,Reg,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,7,Gable,CompShg,Wd Sdng,Wd Sdng,0,Gd,TA,CBlock,Gd,TA,Mn,213,0,995,1208,GasA,Ex,Y,SBrkr,1621,0,0,1621,1,0,2,0,3,1,Gd,8,Typ,0,2,Y,108,45,0,0,0,0,Missing,0,5,WD,Normal,202500,22,8
20,RL,66,12400,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,7,Hip,CompShg,Wd Sdng,Wd Sdng,176,TA,TA,CBlock,TA,Fa,No,585,0,630,1215,GasA,TA,Y,FuseA,1215,0,0,1215,0,0,1,0,3,1,TA,6,Typ,0,1,Y,0,0,0,0,0,0,Missing,0,6,WD,Normal,155000,51,11
60,RL,85,14191,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,0,Gd,TA,PConc,Gd,TA,No,0,0,967,967,GasA,Ex,Y,SBrkr,993,915,0,1908,0,0,2,1,4,1,Gd,9,Typ,0,2,Y,135,0,0,0,0,0,Missing,0,4,WD,Normal,202900,8,8
20,RH,60,8400,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,1Fam,1Story,4,4,Gable,CompShg,Wd Sdng,AsbShng,0,Fa,Fa,CBlock,TA,Fa,No,0,0,721,721,GasA,Gd,Y,SBrkr,841,0,0,841,0,0,1,0,2,1,TA,4,Typ,0,1,N,250,0,0,0,0,0,Missing,0,9,WD,Normal,82000,59,59
90,RL,63.32894339,8544,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,3,4,Gable,CompShg,Stucco,Stucco,340,TA,TA,Slab,Missing,Missing,Missing,0,0,0,42,Wall,Fa,N,FuseA,1040,0,0,1040,0,0,2,0,2,1,TA,6,Typ,0,2,Y,0,0,0,0,0,0,Missing,0,5,WD,Normal,87500,57,56
120,RL,63,8849,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,Hip,CompShg,MetalSd,MetalSd,616,Ex,TA,PConc,Ex,TA,No,28,0,1656,1684,GasA,Ex,Y,SBrkr,1684,0,0,1684,0,0,2,0,2,1,Ex,6,Typ,1,2,Y,420,72,0,0,0,0,Missing,0,7,WD,Normal,266000,3,3
145,RM,36,2592,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,5,3.5,Gable,CompShg,CemntBd,CmentBd,0,TA,TA,CBlock,Gd,TA,No,129,0,175,536,GasA,TA,Y,SBrkr,536,576,0,1112,0,0,1,1,3,1,TA,4,Typ,0,1,Y,182,0,0,0,0,0,Missing,0,4,WD,Normal,85000,34,34
50,RL,65,6435,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,1.5Fin,6,5,Gable,CompShg,MetalSd,MetalSd,0,TA,TA,BrkTil,TA,TA,No,0,0,972,972,GasA,Gd,Y,SBrkr,972,605,0,1577,0,0,1,0,3,1,Fa,6,Typ,1,1,Y,0,0,0,0,0,0,Missing,0,10,WD,Normal,140200,67,56
20,RL,71.35930155,12772,Pave,Missing,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7.5,Hip,CompShg,MetalSd,MetalSd,0,TA,Gd,CBlock,TA,TA,Mn,498,0,460,958,GasA,TA,Y,SBrkr,958,0,0,958,0,0,1,0,2,1,TA,5,Typ,0,1,Y,0,0,0,0,0,0,Missing,0,4,WD,Normal,151500,47,9
20,RL,78.25566864,17600,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,Wd Sdng,Wd Sdng,30,TA,TA,CBlock,TA,TA,No,1270,0,208,1478,GasA,Ex,Y,FuseA,1478,0,0,1478,1,0,2,0,3,1,TA,6,Typ,2,2,Y,0,40,0,0,0,0,Missing,0,12,WD,Normal,157500,49,49
145,RL,36,2448,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,7,5,Gable,CompShg,VinylSd,Wd Shng,106,Gd,TA,PConc,Gd,TA,No,573,0,191,764,GasA,Ex,Y,SBrkr,764,862,0,1626,1,0,2,1,2,1,Gd,6,Typ,0,2,Y,0,27,0,0,0,0,Missing,0,10,WD,Normal,154000,5,4
60,RL,56,17673.5,Pave,Missing,IR2,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,Hip,CompShg,CemntBd,CmentBd,870,Ex,TA,PConc,Ex,TA,No,1410,0,438,1848,GasA,Ex,Y,SBrkr,1848,880,0,2728,1,0,2,1,4,1,Ex,10,Typ,2,3,Y,0,0,0,0,0,0,Missing,0,4,New,Partial,437154,1,0
120,RL,68,7820,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,Hip,CompShg,MetalSd,MetalSd,362,Ex,TA,PConc,Ex,TA,No,0,0,1685.5,1869,GasA,Ex,Y,SBrkr,1869,0,0,1869,0,0,2,0,2,1,Ex,6,Typ,1,2,Y,210,54,0,0,0,0,Missing,0,12,New,Partial,318061,0,0
120,RL,67.74002925,5271,Pave,Missing,IR1,Low,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,Wd Sdng,Wd Sdng,0,TA,TA,PConc,Gd,TA,Gd,1082,0,371,1453,GasA,Gd,Y,SBrkr,1453,0,0,1453,1,0,1,1,2,1,Gd,6,Typ,1,2,Y,0,80,0,0,0,0,Missing,0,12,WD,Abnorml,190000,20,20
50,RL,60,9084,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,1.5Fin,5,6,Gable,CompShg,VinylSd,VinylSd,0,TA,TA,CBlock,TA,Fa,Mn,236,0,0,616,GasA,TA,N,SBrkr,616,495,0,1111,0,0,1,0,3,1,TA,5,Typ,0,1,Y,48,0,0,0,0,0,Missing,0,3,ConLw,Normal,95000,67,58
30,RM,60,8520,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,7.5,Gable,CompShg,VinylSd,VinylSd,0,TA,Gd,BrkTil,TA,TA,No,0,0,624,624,GasA,Gd,Y,SBrkr,720,0,0,720,0,0,1,0,2,1,TA,5,Typ,0,2,Y,106,0,0,0,0,0,Missing,0,5,WD,Normal,105900,82,7
50,RL,60,8400,Pave,Missing,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,Gable,CompShg,Wd Sdng,MetalSd,0,TA,TA,CBlock,TA,TA,No,388,0,552,940,GasA,Ex,Y,SBrkr,1192,403,0,1595,0,0,1,0,2,1,TA,6,Typ,2,1,Y,0,0,0,0,0,0,Missing,0,6,WD,Normal,140000,66,6
20,RL,105,11249,Pave,Missing,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,0,Gd,Gd,PConc,Gd,Gd,No,334,0,322,1200,GasA,Ex,Y,SBrkr,1200,0,0,1200,1,0,2,0,3,1,Gd,6,Typ,0,2,Y,0,26,0,0,0,0,Missing,0,8,WD,Normal,177500,12,12
20,RL,69.59265473,9248,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,6,Gable,CompShg,HdBoard,HdBoard,106,TA,TA,PConc,Gd,TA,No,560,0,598,1158,GasA,Gd,Y,SBrkr,1167,0,0,1167,1,0,2,0,3,1,Gd,6,Typ,0,2,Y,120,26,0,0,0,0,Missing,0,7,WD,Normal,173000,17,17
120,RM,44,4224,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,1Story,5,5,Gable,CompShg,CemntBd,CmentBd,0,TA,TA,PConc,Gd,TA,No,874,0,268,1142,GasA,TA,Y,SBrkr,1142,0,0,1142,1,0,1,1,3,1,TA,6,Typ,1,2,Y,420,90,0,0,0,0,MnPrv,0,8,WD,Normal,134000,31,31
80,RL,92,6930,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,SLvl,5,4,Hip,CompShg,Wd Sdng,ImStucc,120,TA,TA,CBlock,TA,TA,Av,300,0,468,1062,GasA,Ex,Y,FuseF,1352,0,0,1352,0,0,1,0,3,1,Gd,6,Min2,0,1,Y,168,0,0,0,0,0,Missing,0,7,WD,Abnorml,130000,48,48
60,RL,78,12011,Pave,Missing,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,530,Gd,TA,PConc,Gd,TA,Av,956,0,130,1086,GasA,Ex,Y,SBrkr,1086,838,0,1924,1,0,2,1,3,1,Gd,7,Typ,1,2,Y,208,75,0,0,0,0,Missing,0,6,WD,Normal,280000,8,8
85,RL,70.11191614,7540,Pave,Missing,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,6,6,Gable,CompShg,VinylSd,VinylSd,0,TA,TA,CBlock,Gd,TA,Av,773,0,115,888,GasA,Ex,Y,SBrkr,912,0,0,912,1,0,1,0,2,1,TA,5,Typ,1,2,Y,0,0,0,0,0,0,MnPrv,0,6,WD,Normal,156000,29,29
50,RL,58.97796603,9144,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,Gable,CompShg,MetalSd,MetalSd,0,TA,TA,CBlock,TA,TA,No,399,0,484,883,GasA,Gd,Y,SBrkr,988,517,0,1505,1,0,1,0,3,1,TA,8,Typ,0,1,N,0,0,0,0,0,0,Missing,0,7,WD,Normal,145000,68,26
85,RL,64,7301,Pave,Missing,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,SFoyer,7,5,Gable,CompShg,HdBoard,HdBoard,500,Gd,TA,Slab,Missing,Missing,Missing,0,0,0,42,GasA,Ex,Y,SBrkr,495,1427,0,1922,0,0,3,0,4,1,Gd,7,Typ,1,2,Y,0,0,0,0,0,0,Missing,0,7,ConLD,Normal,198500,6,6
145,RM,21,1680,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,7.5,Gable,CompShg,HdBoard,HdBoard,510,TA,TA,CBlock,TA,TA,No,162,0,321,483,GasA,Gd,Y,SBrkr,483,504,0,987,0,0,1,1,2,1,Gd,5,Typ,0,1,Y,250,0,0,0,0,0,Missing,0,5,WD,Normal,118000,37,2
60,RL,66.28176621,17673.5,Pave,Missing,IR1,Lvl,AllPub,FR2,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,HdBoard,HdBoard,120,TA,TA,PConc,Gd,TA,Mn,712,0,84,796,GasA,TA,Y,SBrkr,790,784,0,1574,1,0,2,1,3,1,TA,6,Typ,1,2,Y,306,111,0,0,0,0,Missing,0,7,WD,Normal,190000,30,30
70,RM,59,10690,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,5,7,Hip,CompShg,VinylSd,VinylSd,0,TA,Gd,CBlock,TA,Fa,No,456,0,216,672,GasA,Gd,Y,FuseA,672,672,0,1344,0,0,1,0,3,1,TA,6,Typ,0,1,Y,0,128,0,0,0,0,Missing,0,7,WD,Normal,147000,89,12
20,RL,75.47806595,9500,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,Plywood,Plywood,247,TA,TA,CBlock,Gd,TA,No,609,0,785,1394,GasA,Gd,Y,SBrkr,1394,0,0,1394,1,0,1,1,3,1,TA,6,Typ,2,2,Y,0,76,0,0,0,0,Missing,0,7,WD,Normal,159000,46,46
80,RL,101,9150,Pave,Missing,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,5,Gable,Tar&Grv,Plywood,Plywood,305,TA,TA,CBlock,Gd,TA,Gd,371,0,728,1099,GasA,Gd,Y,SBrkr,1431,0,0,1431,0,0,1,0,3,1,TA,6,Typ,1,1,Y,64,110,0,0,0,0,Missing,0,12,WD,Normal,165000,46,46
20,RL,78,7800,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,HdBoard,HdBoard,200,TA,TA,PConc,TA,TA,No,540,0,728,1268,GasA,Gd,Y,SBrkr,1268,0,0,1268,0,0,1,0,2,1,TA,7,Typ,1,1,Y,0,98,0,0,0,0,Missing,0,3,WD,Normal,132000,56,56
20,RL,71.89650801,9830,Pave,Missing,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,Wd Sdng,Wd Sdng,0,TA,Gd,CBlock,TA,TA,No,72,0,733,1063,GasA,Ex,Y,SBrkr,1287,0,0,1287,1,0,1,0,3,1,Gd,7,Typ,1,2,Y,364,17,0,0,0,0,Missing,0,3,WD,Normal,162000,51,4
60,RL,69.31942275,8121,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,0,TA,TA,PConc,Gd,TA,No,0,0,953,953,GasA,Ex,Y,SBrkr,953,711,0,1664,0,0,2,1,3,1,TA,7,Typ,1,2,Y,100,40,0,0,0,0,Missing,0,1,WD,Normal,172400,6,6
50,RL,80,17120,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Feedr,Norm,1Fam,1.5Fin,4,4,Gable,CompShg,WdShing,Plywood,0,TA,TA,CBlock,Missing,Missing,Missing,0,0,0,42,GasA,TA,Y,SBrkr,1120,468,0,1588,0,0,2,0,4,1,TA,7,Min2,1,2,N,0,59,0,0,0,0,Missing,0,7,WD,Normal,134432,49,49
120,RL,50,7175,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,Gable,CompShg,Plywood,Plywood,0,TA,TA,CBlock,Gd,TA,No,623,0,0,744,GasA,TA,Y,SBrkr,752,0,0,752,1,0,1,0,2,1,TA,4,Typ,0,1,Y,353,0,0,0,0,0,MnPrv,0,2,WD,Normal,125000,26,26
20,RL,79,10634,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,MetalSd,MetalSd,0,TA,TA,PConc,TA,TA,No,428,0,0,608,GasA,TA,Y,SBrkr,1319,0,0,1319,1,0,1,0,3,1,TA,5,Min2,0,1,Y,66,0,0,0,0,0,GdWo,0,11,WD,Normal,123000,56,56
60,RL,65,8200,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,0,Gd,TA,PConc,Gd,TA,No,0,0,847,847,GasA,Ex,Y,SBrkr,847,1081,0,1928,0,0,2,1,4,1,Gd,8,Typ,1,2,Y,100,48,0,0,0,0,Missing,0,7,WD,Normal,219500,4,3
30,RL,57.58600841,10020,Pave,Missing,IR1,Low,AllPub,Inside,Sev,Edwards,Norm,Norm,1Fam,1Story,2,3.5,Gable,CompShg,Wd Sdng,Wd Sdng,0,Fa,Fa,BrkTil,Fa,Po,Gd,350,0,333,683,GasA,Gd,N,FuseA,904,0,0,904,1,0,0,1,1,1,Fa,4,Maj1,0,0,Y,0,0,0,0,0,0,Missing,0,3,WD,Normal,61000,87,59
85,RL,57,8846,Pave,Missing,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,SFoyer,5,5,Gable,CompShg,VinylSd,VinylSd,0,Gd,TA,PConc,Gd,TA,Av,298,0,572,870,GasA,Ex,Y,SBrkr,914,0,0,914,0,0,1,0,2,1,TA,5,Typ,0,2,Y,0,0,0,0,0,0,Missing,0,7,WD,Normal,148000,10,10
60,FV,102,11143,Pave,Missing,IR1,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,CemntBd,CmentBd,0,Gd,TA,PConc,Gd,TA,No,0,0,1580,1580,GasA,Ex,Y,SBrkr,1580,886,0,2466,0,0,3,0,4,1,Gd,8,Typ,1,2,Y,159,170,0,0,0,0,Missing,0,12,WD,Normal,340000,3,2
20,RL,88,11394,Pave,Missing,Reg,Lvl,AllPub,Corner,Gtl,StoneBr,Norm,Norm,1Fam,1Story,9,3.5,Hip,CompShg,VinylSd,VinylSd,350,Gd,TA,PConc,Ex,TA,Av,1445,0,411,1856,GasA,Ex,Y,SBrkr,1856,0,0,1856,1,0,1,1,1,1,Ex,8,Typ,1,3,Y,113,0,0,0,0,0,Missing,0,6,New,Partial,394432,0,0
60,RL,60,8123,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,16,TA,TA,PConc,Gd,TA,No,0,0,982,982,GasA,Ex,Y,SBrkr,1007,793,0,1800,0,0,2,1,3,1,TA,7,Typ,1,2,Y,100,63,0,0,0,0,Missing,0,6,WD,Normal,179000,9,9
50,RL,50,5000,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,5,6,Gable,CompShg,BrkFace,Wd Sdng,0,TA,TA,BrkTil,TA,TA,No,218,0,808,1026,GasA,TA,Y,SBrkr,1026,665,0,1691,0,0,2,0,3,1,Gd,6,Typ,1,1,Y,0,0,0,0,0,0,Missing,0,5,WD,Normal,127000,86,60
20,FV,60,7200,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,0,Gd,TA,PConc,Gd,Gd,No,0,0,1293,1293,GasA,Ex,Y,SBrkr,1301,0,0,1301,1,0,2,0,2,1,Gd,5,Typ,1,2,Y,216,121,0,0,0,0,Missing,0,8,New,Partial,187750,0,0
60,RL,79,9245,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,0,Gd,TA,PConc,Gd,TA,Av,0,0,939,939,GasA,Ex,Y,SBrkr,939,858,0,1797,0,0,2,1,3,1,Gd,8,Typ,0,2,Y,144,53,0,0,0,0,Missing,0,4,WD,Normal,213500,1,1
45,RH,60,9000,Pave,Missing,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1.5Unf,6,3.5,Gable,CompShg,Wd Sdng,Wd Sdng,0,TA,TA,BrkTil,Fa,Fa,No,0,0,784,784,GasA,TA,N,FuseA,784,0,0,784,0,0,1,0,2,1,TA,5,Typ,0,2,N,0,0,0,0,0,0,Missing,0,10,WD,Normal,76000,81,59
60,RL,91.27387423,17673.5,Pave,Missing,IR2,Low,AllPub,Corner,Mod,ClearCr,Feedr,Norm,1Fam,2Story,6,5,Gable,CompShg,HdBoard,HdBoard,0,Gd,TA,PConc,Gd,TA,Av,985,0,595,1580,GasA,Ex,Y,SBrkr,1079,874,0,1953,1,0,2,1,3,1,Gd,9,Typ,2,2,Y,216,170,0,0,0,0,Missing,0,6,WD,Normal,240000,15,15
120,RL,43,3182,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,16,Gd,TA,PConc,Gd,TA,No,24,0,1232,1256,GasA,Ex,Y,SBrkr,1269,0,0,1269,0,0,2,0,2,1,Gd,6,Typ,1,2,Y,146,20,0,0,0,0,Missing,0,4,WD,Normal,192000,6,5
50,RL,58,8410,Pave,Missing,Reg,Lvl,AllPub,FR2,Gtl,Edwards,Feedr,Norm,1Fam,1.5Fin,5,3.5,Gambrel,CompShg,Wd Sdng,VinylSd,0,TA,Fa,PConc,TA,TA,No,0,0,658,658,GasA,TA,Y,SBrkr,658,526,0,1184,0,0,1,0,4.5,1,TA,8,Typ,0,0,N,0,151,0,0,0,0,Missing,0,5,WD,AdjLand,81000,96,10
80,RL,72,7200,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,6,Hip,CompShg,MetalSd,MetalSd,255,TA,TA,CBlock,TA,TA,Av,631,0,410,1041,GasA,Ex,Y,SBrkr,1125,0,0,1125,1,0,1,0,3,1,TA,6,Typ,1,1,Y,296,0,0,0,0,0,GdWo,0,10,WD,Abnorml,125000,33,33
20,RL,93,9382,Pave,Missing,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,125,Gd,TA,PConc,Gd,TA,No,0,0,1468,1468,GasA,Ex,Y,SBrkr,1479,0,0,1479,0,0,2,0,3,1,Gd,6,Typ,0,2,Y,120,25,0,0,0,0,Missing,0,7,WD,Normal,191000,9,8
60,RL,96,12474,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,10,5,Gable,CompShg,VinylSd,VinylSd,272,Ex,TA,PConc,Ex,TA,Av,1280,0,402,1682,GasA,Ex,Y,SBrkr,1742,590,0,2332,1,0,2,1,3,1,Ex,9,Typ,1,3,Y,196,134,0,0,0,0,Missing,0,8,New,Partial,426000,1,0
50,RL,50,8405,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,7.5,Gable,CompShg,MetalSd,MetalSd,0,TA,TA,BrkTil,TA,Gd,No,241,0,229,861,GasA,Ex,Y,SBrkr,961,406,0,1367,1,0,1,0,4,1,TA,7,Typ,0,1,Y,0,130,0,0,0,0,MnPrv,0,4,WD,Normal,119000,108,58
60,RL,71,12209,Pave,Missing,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,0,TA,TA,PConc,Ex,TA,No,690,0,114,804,GasA,Ex,Y,SBrkr,804,1157,0,1961,1,0,2,1,3,1,Gd,7,Typ,1,2,Y,125,170,0,0,0,0,Missing,0,6,WD,Normal,215000,8,7
20,RL,65.94235608,8339,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,MetalSd,MetalSd,0,TA,TA,Slab,Missing,Missing,Missing,0,0,0,42,GasA,TA,Y,SBrkr,882,0,0,882,0,0,1,0,3,1,TA,5,Typ,0,1,Y,0,0,0,0,0,0,MnPrv,0,7,WD,Normal,106500,48,48
30,RL,66.69539617,7446,Pave,Missing,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,4,5,Gable,CompShg,WdShing,Wd Shng,0,TA,TA,CBlock,TA,TA,No,266,0,522,788,GasA,TA,Y,FuseA,788,0,0,788,0,0,1,0,2,1,TA,4,Typ,2,0,Y,0,0,0,0,0,0,GdWo,0,4,WD,Abnorml,100000,65,56
50,RL,60,10134,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,6,Gable,CompShg,MetalSd,MetalSd,0,TA,TA,CBlock,TA,TA,No,0,0,735,735,GasA,Gd,Y,FuseA,735,299,0,1034,0,0,1,0,2,1,TA,5,Typ,0,1,Y,0,39,0,0,0,0,Missing,0,7,WD,Normal,109000,67,57
20,RL,68,9571,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,Wd Sdng,Wd Sdng,0,TA,TA,CBlock,TA,TA,Av,739,0,405,1144,GasA,TA,Y,SBrkr,1144,0,0,1144,1,0,1,0,3,1,TA,6,Typ,0,1,Y,44,0,0,0,0,0,Missing,0,6,WD,Normal,129000,54,54
20,RL,60,7200,Pave,Missing,Reg,Low,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,Hip,CompShg,MetalSd,MetalSd,0,TA,TA,CBlock,TA,TA,Av,777,0,117,894,GasA,TA,Y,SBrkr,894,0,0,894,0,0,1,0,2,1,TA,6,Typ,0,2,Y,215,0,0,0,0,0,Missing,0,9,WD,Normal,123000,37,37
